Source,Target,Weight,Type,Source_Label,Target_Label
disability,migraine_specific_quality_life,3,Undirected,Disability,Migraine-Specific Quality Life
migraine_disability_assessment,migraine_specific_quality_life,2,Undirected,Migraine Disability Assessment,Migraine-Specific Quality Life
migraine_disability_assessment,quality_life,3,Undirected,Migraine Disability Assessment,Quality Life
migraine_disability_assessment,vascular,2,Undirected,Migraine Disability Assessment,Vascular
migraine_specific_quality_life,oxidative_stress,2,Undirected,Migraine-Specific Quality Life,Oxidative Stress
migraine_specific_quality_life,quality_life,6,Undirected,Migraine-Specific Quality Life,Quality Life
migraine_specific_quality_life,stress,2,Undirected,Migraine-Specific Quality Life,Stress
disability,migraine_without_therapy,2,Undirected,Disability,Migraine Without Therapy
hormonal,triptans,2,Undirected,Hormonal,Triptans
migraine_therapy,stroke,6,Undirected,Migraine Therapy,Stroke
migraine_without_therapy,quality_life,2,Undirected,Migraine Without Therapy,Quality Life
acupuncture,botulinum,5,Undirected,Acupuncture,Botulinum
acupuncture,botulinum_toxins,3,Undirected,Acupuncture,Botulinum Toxins
pharmacotherapy,triptans,2,Undirected,Pharmacotherapy,Triptans
anxiety,treatment,2,Undirected,Anxiety,Treatment
depression,treatment,3,Undirected,Depression,Treatment
disability,treatment,9,Undirected,Disability,Treatment
migraine_therapy,vestibular,4,Undirected,Migraine Therapy,Vestibular
migraine_therapy,vestibular_migraine,3,Undirected,Migraine Therapy,Vestibular Migraine
quality_life,vestibular_therapy,2,Undirected,Quality Life,Vestibular Therapy
vestibular,vestibular_therapy,3,Undirected,Vestibular,Vestibular Therapy
vestibular_migraine,vestibular_therapy,2,Undirected,Vestibular Migraine,Vestibular Therapy
botulinum,stress,3,Undirected,Botulinum,Stress
botulinum_toxins,stress,3,Undirected,Botulinum Toxins,Stress
interictal_burden,migraine_therapy,2,Undirected,Interictal Burden,Migraine Therapy
quality_life,sleep_deprivation,3,Undirected,Quality Life,Sleep Deprivation
botulinum,trigeminal,6,Undirected,Botulinum,Trigeminal
botulinum_toxins,trigeminal,5,Undirected,Botulinum Toxins,Trigeminal
onabotulinumtoxina,trigeminal,3,Undirected,Onabotulinumtoxina,Trigeminal
cost_illness,migraine_therapy,4,Undirected,Cost Illness,Migraine Therapy
cost_illness,tth,3,Undirected,Cost Illness,Tth
calcitonin_gene_related_peptid,headache_days,5,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Headache Days
calcitonin_gene_related_peptid,migraine_therapy,16,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Migraine Therapy
calcitonin_gene_related_peptid,monthly_migraine_days,5,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Monthly Migraine Days
calcitonin_gene_related,work_productivity,2,Undirected,Calcitonin Gene-Related,Work Productivity
calcitonin_gene_related_inhibi,disability,5,Undirected,Calcitonin Gene-Related Inhibitors,Disability
calcitonin_gene_related_inhibi,migraine_therapy,8,Undirected,Calcitonin Gene-Related Inhibitors,Migraine Therapy
calcitonin_gene_related_inhibi,monoclonal_antibodies,14,Undirected,Calcitonin Gene-Related Inhibitors,Monoclonal Antibodies
anxiety,life_quality,2,Undirected,Anxiety,Life Quality
anxiety,trigeminal,3,Undirected,Anxiety,Trigeminal
central_sensitization,trigeminal,5,Undirected,Central Sensitization,Trigeminal
chronic_pain,trigeminal,4,Undirected,Chronic Pain,Trigeminal
disability_evaluation,quality,6,Undirected,Disability Evaluation,Quality
disease_burden,health_related_quality_life,2,Undirected,Disease Burden,Health-Related Quality Life
central_sensitization,moh,2,Undirected,Central Sensitization,Moh
medication_overuse_headache,quality_life,2,Undirected,Medication-Overuse Headache,Quality Life
economic_burden,hospitalization,3,Undirected,Economic Burden,Hospitalization
botulinum,treatment,5,Undirected,Botulinum,Treatment
burden,treatment,3,Undirected,Burden,Treatment
burden,triptans,2,Undirected,Burden,Triptans
migraine_therapy,treatment,8,Undirected,Migraine Therapy,Treatment
monoclonal_antibodies,treatment,6,Undirected,Monoclonal Antibodies,Treatment
treatment,triptans,9,Undirected,Treatment,Triptans
disability,global_burden_disease,3,Undirected,Disability,Global Burden Disease
disability_adjusted_life_years,global_burden_disease,2,Undirected,Disability-Adjusted Life Years,Global Burden Disease
disability_adjusted_life_years,tth,2,Undirected,Disability-Adjusted Life Years,Tth
global_burden_disease,tth,2,Undirected,Global Burden Disease,Tth
disability,healthcare_cost,3,Undirected,Disability,Healthcare Cost
migraine_therapy,mindfulness,3,Undirected,Migraine Therapy,Mindfulness
mindfulness,therapy,2,Undirected,Mindfulness,Therapy
anxiety,calcitonin_gene_related_peptid,2,Undirected,Anxiety,Calcitonin Gene-Related Peptide
calcitonin_gene_related_peptid,depression,6,Undirected,Calcitonin Gene-Related Peptide,Depression
calcitonin_gene_related_peptid,headache_days,15,Undirected,Calcitonin Gene-Related Peptide,Headache Days
calcitonin_gene_related_peptid,therapy,8,Undirected,Calcitonin Gene-Related Peptide,Therapy
monoclonal_antibodies,therapy,10,Undirected,Monoclonal Antibodies,Therapy
calcitonin_gene_related_use,disability,3,Undirected,Calcitonin Gene-Related Use,Disability
calcitonin_gene_related_use,erenumab,5,Undirected,Calcitonin Gene-Related Use,Erenumab
calcitonin_gene_related_use,monoclonal_antibodies,5,Undirected,Calcitonin Gene-Related Use,Monoclonal Antibodies
chronic_pain,therapy,2,Undirected,Chronic Pain,Therapy
disability,headache_therapy,3,Undirected,Disability,Headache Therapy
headache_therapy,quality_life,2,Undirected,Headache Therapy,Quality Life
disability_evaluation,stigma,3,Undirected,Disability Evaluation,Stigma
botulinum,calcitonin_gene_related_peptid,7,Undirected,Botulinum,Calcitonin Gene-Related Peptide
botulinum,cluster_headache,3,Undirected,Botulinum,Cluster Headache
botulinum_toxin,calcitonin_gene_related,3,Undirected,Botulinum Toxin,Calcitonin Gene-Related
botulinum_toxin,calcitonin_gene_related_peptid,3,Undirected,Botulinum Toxin,Calcitonin Gene-Related Peptide
botulinum_toxin,onabotulinumtoxina,5,Undirected,Botulinum Toxin,Onabotulinumtoxina
botulinum_toxin,therapy,2,Undirected,Botulinum Toxin,Therapy
botulinum_toxins,calcitonin_gene_related_peptid,5,Undirected,Botulinum Toxins,Calcitonin Gene-Related Peptide
botulinum_toxins,cluster_headache,2,Undirected,Botulinum Toxins,Cluster Headache
calcitonin_gene_related_peptid,onabotulinumtoxina,4,Undirected,Calcitonin Gene-Related Peptide,Onabotulinumtoxina
cluster_headache,therapy,3,Undirected,Cluster Headache,Therapy
dietary_supplements,estrogen,3,Undirected,Dietary Supplements,Estrogen
dietary_supplements,migraine_therapy,6,Undirected,Dietary Supplements,Migraine Therapy
dietary_supplements,treatment_outcome,11,Undirected,Dietary Supplements,Treatment Outcome
estrogen,migraine_therapy,2,Undirected,Estrogen,Migraine Therapy
estrogen,treatment_outcome,3,Undirected,Estrogen,Treatment Outcome
dietary_supplements,hormonal,2,Undirected,Dietary Supplements,Hormonal
dietary_supplements,menstrual,2,Undirected,Dietary Supplements,Menstrual
menstrual,vascular,4,Undirected,Menstrual,Vascular
migraine_disability_assessment,treatment_outcome,3,Undirected,Migraine Disability Assessment,Treatment Outcome
botulinum_toxins,vestibular,2,Undirected,Botulinum Toxins,Vestibular
therapy,vestibular,3,Undirected,Therapy,Vestibular
behavior_therapy,migraine_therapy,3,Undirected,Behavior Therapy,Migraine Therapy
exercise,tth,7,Undirected,Exercise,Tth
disability,tension_type_headache,3,Undirected,Disability,Tension Type Headache
cluster_headache,migraine_therapy,6,Undirected,Cluster Headache,Migraine Therapy
cluster_headache,vascular,6,Undirected,Cluster Headache,Vascular
disability,preventive_therapy,3,Undirected,Disability,Preventive Therapy
prophylactic_treatment,topiramate,3,Undirected,Prophylactic Treatment,Topiramate
calcitonin_gene_related,nerve_stimulation,8,Undirected,Calcitonin Gene-Related,Nerve Stimulation
calcitonin_gene_related,neuromodulation,12,Undirected,Calcitonin Gene-Related,Neuromodulation
calcitonin_gene_related_peptid,nerve_stimulation,4,Undirected,Calcitonin Gene-Related Peptide,Nerve Stimulation
calcitonin_gene_related_peptid,neuromodulation,4,Undirected,Calcitonin Gene-Related Peptide,Neuromodulation
calcitonin_gene_related_peptid,transcranial_magnetic,3,Undirected,Calcitonin Gene-Related Peptide,Transcranial Magnetic
calcitonin_gene_related_peptid,cgrp_receptor,8,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Cgrp Receptor
calcitonin_gene_related_peptid,gepants,8,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Gepants
calcitonin_gene_related_peptid,monoclonal_antibodies,15,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Monoclonal Antibodies
calcitonin_gene_related_peptid,nerve_stimulation,4,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Nerve Stimulation
calcitonin_gene_related_peptid,neuromodulation,3,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Neuromodulation
calcitonin_gene_related_peptid,transcranial_magnetic,3,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Transcranial Magnetic
calcitonin_gene_related_peptid,trigeminal,5,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Trigeminal
cgrp_receptor,nerve_stimulation,3,Undirected,Cgrp Receptor,Nerve Stimulation
cgrp_receptor,neuromodulation,2,Undirected,Cgrp Receptor,Neuromodulation
cgrp_receptor,transcranial_magnetic,2,Undirected,Cgrp Receptor,Transcranial Magnetic
cgrp_receptor,trigeminal,6,Undirected,Cgrp Receptor,Trigeminal
gepants,nerve_stimulation,3,Undirected,Gepants,Nerve Stimulation
gepants,neuromodulation,5,Undirected,Gepants,Neuromodulation
gepants,transcranial_magnetic,2,Undirected,Gepants,Transcranial Magnetic
monoclonal_antibodies,nerve_stimulation,5,Undirected,Monoclonal Antibodies,Nerve Stimulation
monoclonal_antibodies,neuromodulation,11,Undirected,Monoclonal Antibodies,Neuromodulation
monoclonal_antibodies,transcranial_magnetic,5,Undirected,Monoclonal Antibodies,Transcranial Magnetic
amitriptyline,cognitive_behavioral_therapy,3,Undirected,Amitriptyline,Cognitive Behavioral Therapy
amitriptyline,disability,9,Undirected,Amitriptyline,Disability
amitriptyline,therapy,2,Undirected,Amitriptyline,Therapy
cognitive_behavioral_therapy,therapy,2,Undirected,Cognitive Behavioral Therapy,Therapy
calcitonin_gene_related_peptid,headache_days,4,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Headache Days
presenteeism,stigma,2,Undirected,Presenteeism,Stigma
economic_burden,healthcare_cost,3,Undirected,Economic Burden,Healthcare Cost
healthcare_cost,work_productivity,3,Undirected,Healthcare Cost,Work Productivity
absenteeism,treatment_outcome,3,Undirected,Absenteeism,Treatment Outcome
presenteeism,treatment_outcome,3,Undirected,Presenteeism,Treatment Outcome
aerobic_exercise,exercise_therapy,4,Undirected,Aerobic Exercise,Exercise Therapy
absenteeism,healthcare_cost,2,Undirected,Absenteeism,Healthcare Cost
cost,economic_burden,2,Undirected,Cost,Economic Burden
healthcare_cost,presenteeism,2,Undirected,Healthcare Cost,Presenteeism
insomnia,medication_overuse_headache,2,Undirected,Insomnia,Medication Overuse Headache
medication_overuse_headache,monoclonal_antibodies,2,Undirected,Medication Overuse Headache,Monoclonal Antibodies
moh,monoclonal_antibodies,2,Undirected,Moh,Monoclonal Antibodies
botulinum_toxin,depression,2,Undirected,Botulinum Toxin,Depression
depression,onabotulinumtoxina,3,Undirected,Depression,Onabotulinumtoxina
quality_life,weather,2,Undirected,Quality Life,Weather
social_stigma,stigmatization,2,Undirected,Social Stigma,Stigmatization
quality,sleep_quality,2,Undirected,Quality,Sleep Quality
amitriptyline,calcitonin_gene_related_peptid,3,Undirected,Amitriptyline,Calcitonin Gene-Related Peptide Receptor Use
amitriptyline,monthly_migraine_days,2,Undirected,Amitriptyline,Monthly Migraine Days
botulinum_toxins,calcitonin_gene_related_inhibi,5,Undirected,Botulinum Toxins,Calcitonin Gene-Related Inhibitors
botulinum_toxins,calcitonin_gene_related_peptid,2,Undirected,Botulinum Toxins,Calcitonin Gene-Related Peptide Receptor Use
botulinum_toxins,galcanezumab,2,Undirected,Botulinum Toxins,Galcanezumab
botulinum_toxins,propranolol,2,Undirected,Botulinum Toxins,Propranolol
calcitonin_gene_related,cost_effectiveness,2,Undirected,Calcitonin Gene-Related,Cost-Effectiveness
calcitonin_gene_related,quality_adjusted_life_years,3,Undirected,Calcitonin Gene-Related,Quality-Adjusted Life Years
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,3,Undirected,Calcitonin Gene-Related Inhibitors,Calcitonin Gene-Related Peptide Receptor Use
calcitonin_gene_related_inhibi,erenumab,10,Undirected,Calcitonin Gene-Related Inhibitors,Erenumab
calcitonin_gene_related_inhibi,fremanezumab,5,Undirected,Calcitonin Gene-Related Inhibitors,Fremanezumab
calcitonin_gene_related_inhibi,monthly_migraine_days,5,Undirected,Calcitonin Gene-Related Inhibitors,Monthly Migraine Days
calcitonin_gene_related_peptid,propranolol,4,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Propranolol
calcitonin_gene_related_peptid,topiramate,4,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Topiramate
cost_effectiveness,fremanezumab,2,Undirected,Cost-Effectiveness,Fremanezumab
cost_effectiveness,monthly_migraine_days,2,Undirected,Cost-Effectiveness,Monthly Migraine Days
erenumab,propranolol,8,Undirected,Erenumab,Propranolol
erenumab,quality_adjusted_life_years,2,Undirected,Erenumab,Quality-Adjusted Life Years
erenumab,topiramate,10,Undirected,Erenumab,Topiramate
fremanezumab,propranolol,6,Undirected,Fremanezumab,Propranolol
fremanezumab,quality_adjusted_life_years,2,Undirected,Fremanezumab,Quality-Adjusted Life Years
fremanezumab,topiramate,7,Undirected,Fremanezumab,Topiramate
monoclonal_antibodies,propranolol,5,Undirected,Monoclonal Antibodies,Propranolol
monoclonal_antibodies,topiramate,6,Undirected,Monoclonal Antibodies,Topiramate
monthly_migraine_days,propranolol,2,Undirected,Monthly Migraine Days,Propranolol
monthly_migraine_days,quality_adjusted_life_years,2,Undirected,Monthly Migraine Days,Quality-Adjusted Life Years
monthly_migraine_days,topiramate,5,Undirected,Monthly Migraine Days,Topiramate
calcitonin_gene_related_peptid,disability,4,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Disability
migraine_therapy,topiramate,10,Undirected,Migraine Therapy,Topiramate
migraine_specific_quality_life,quality,2,Undirected,Migraine-Specific Quality Life,Quality
disability_evaluation,erenumab,3,Undirected,Disability Evaluation,Erenumab
disability_evaluation,migraine_therapy,5,Undirected,Disability Evaluation,Migraine Therapy
migraine_therapy,preventive_therapy,2,Undirected,Migraine Therapy,Preventive Therapy
monthly_migraine_days,preventive_therapy,2,Undirected,Monthly Migraine Days,Preventive Therapy
preventive_therapy,treatment_outcome,3,Undirected,Preventive Therapy,Treatment Outcome
medication_overuse,treatment_outcome,4,Undirected,Medication Overuse,Treatment Outcome
absenteeism,emergency_department,3,Undirected,Absenteeism,Emergency Department
absenteeism,hospitalization,4,Undirected,Absenteeism,Hospitalization
absenteeism,treatment_failure,2,Undirected,Absenteeism,Treatment Failure
cost_illness,emergency_department,3,Undirected,Cost Illness,Emergency Department
disability,treatment_failure,4,Undirected,Disability,Treatment Failure
economic_burden,emergency_department,2,Undirected,Economic Burden,Emergency Department
economic_burden,treatment_failure,2,Undirected,Economic Burden,Treatment Failure
emergency_department,presenteeism,3,Undirected,Emergency Department,Presenteeism
emergency_department,treatment_failure,4,Undirected,Emergency Department,Treatment Failure
hospitalization,presenteeism,4,Undirected,Hospitalization,Presenteeism
hospitalization,treatment_failure,3,Undirected,Hospitalization,Treatment Failure
presenteeism,treatment_failure,2,Undirected,Presenteeism,Treatment Failure
disability_evaluation,monthly_migraine_days,3,Undirected,Disability Evaluation,Monthly Migraine Days
botulinum,economic_burden,3,Undirected,Botulinum,Economic Burden
botulinum,preventive_treatment,2,Undirected,Botulinum,Preventive Treatment
botulinum_toxins,economic_burden,2,Undirected,Botulinum Toxins,Economic Burden
botulinum_toxins,preventive_treatment,3,Undirected,Botulinum Toxins,Preventive Treatment
economic_burden,onabotulinumtoxina,2,Undirected,Economic Burden,Onabotulinumtoxina
headache_days,trigeminal,6,Undirected,Headache Days,Trigeminal
onabotulinumtoxina,preventive_treatment,2,Undirected,Onabotulinumtoxina,Preventive Treatment
preventive_treatment,therapy,2,Undirected,Preventive Treatment,Therapy
preventive_treatment,treatment_outcome,7,Undirected,Preventive Treatment,Treatment Outcome
therapy,trigeminal,6,Undirected,Therapy,Trigeminal
headache_days,stigma,3,Undirected,Headache Days,Stigma
migraine_without_therapy,treatment_outcome,2,Undirected,Migraine Without Therapy,Treatment Outcome
medication_overuse_headache,prophylactic_treatment,3,Undirected,Medication Overuse Headache,Prophylactic Treatment
